x-axis,1
second,Volt
-4.800000E-03,
-4.795000E-03,-1.875013E-03
-4.790000E-03,-1.827977E-03
-4.785000E-03,-1.780942E-03
-4.780000E-03,-1.731897E-03
-4.775000E-03,-1.676822E-03
-4.770000E-03,-1.689284E-03
-4.765000E-03,-1.692902E-03
-4.760000E-03,-1.766470E-03
-4.755000E-03,-1.773304E-03
-4.750000E-03,-1.773304E-03
-4.745000E-03,-1.714610E-03
-4.740000E-03,-1.659133E-03
-4.735000E-03,-1.576721E-03
-4.730000E-03,-1.565063E-03
-4.725000E-03,-1.564259E-03
-4.720000E-03,-1.592802E-03
-4.715000E-03,-1.611294E-03
-4.710000E-03,-1.632600E-03
-4.705000E-03,-1.612500E-03
-4.700000E-03,-1.582349E-03
-4.695000E-03,-1.524460E-03
-4.690000E-03,-1.450892E-03
-4.685000E-03,-1.393002E-03
-4.680000E-03,-1.398630E-03
-4.675000E-03,-1.415515E-03
-4.670000E-03,-1.423556E-03
-4.665000E-03,-1.467375E-03
-4.660000E-03,-1.466972E-03
-4.655000E-03,-1.411897E-03
-4.650000E-03,-1.347173E-03
-4.645000E-03,-1.270791E-03
-4.640000E-03,-1.245867E-03
-4.635000E-03,-1.210490E-03
-4.630000E-03,-1.240641E-03
-4.625000E-03,-1.260741E-03
-4.620000E-03,-1.300942E-03
-4.615000E-03,-1.287676E-03
-4.610000E-03,-1.235414E-03
-4.605000E-03,-1.150188E-03
-4.600000E-03,-1.087877E-03
-4.595000E-03,-1.049284E-03
-4.590000E-03,-1.057325E-03
-4.585000E-03,-1.041244E-03
-4.580000E-03,-1.083052E-03
-4.575000E-03,-1.087877E-03
-4.570000E-03,-1.095112E-03
-4.565000E-03,-1.057323E-03
-4.560000E-03,-940.741E-06
-4.555000E-03,-863.555E-06
-4.550000E-03,-816.519E-06
-4.545000E-03,-818.530E-06
-4.540000E-03,-840.238E-06
-4.535000E-03,-848.681E-06
-4.530000E-03,-839.032E-06
-4.525000E-03,-862.752E-06
-4.520000E-03,-799.233E-06
-4.515000E-03,-718.028E-06
-4.510000E-03,-664.560E-06
-4.505000E-03,-646.067E-06
-4.500000E-03,-627.575E-06
-4.495000E-03,-602.248E-06
-4.490000E-03,-624.360E-06
-4.485000E-03,-652.500E-06
-4.480000E-03,-634.007E-06
-4.475000E-03,-611.494E-06
-4.470000E-03,-536.318E-06
-4.465000E-03,-459.132E-06
-4.460000E-03,-419.334E-06
-4.455000E-03,-385.162E-06
-4.450000E-03,-386.369E-06
-4.445000E-03,-398.832E-06
-4.440000E-03,-446.671E-06
-4.435000E-03,-455.114E-06
-4.430000E-03,-378.731E-06
-4.425000E-03,-295.917E-06
-4.420000E-03,-246.871E-06
-4.415000E-03,-179.735E-06
-4.410000E-03,-186.571E-06
-4.405000E-03,-214.712E-06
-4.400000E-03,-211.496E-06
-4.395000E-03,-218.330E-06
-4.390000E-03,-220.340E-06
-4.385000E-03,-188.981E-06
-4.380000E-03,-108.578E-06
-4.375000E-03,-44.660E-06
-4.370000E-03,-6.067E-06
-4.365000E-03,+35.338E-06
-4.360000E-03,+30.918E-06
-4.355000E-03,+15.641E-06
-4.350000E-03,-24.560E-06
-4.345000E-03,-13.705E-06
-4.340000E-03,+32.125E-06
-4.335000E-03,+75.942E-06
-4.330000E-03,+168.809E-06
-4.325000E-03,+200.566E-06
-4.320000E-03,+213.833E-06
-4.315000E-03,+205.791E-06
-4.310000E-03,+215.039E-06
-4.305000E-03,+166.394E-06
-4.300000E-03,+162.375E-06
-4.295000E-03,+200.968E-06
-4.290000E-03,+298.256E-06
-4.285000E-03,+368.606E-06
-4.280000E-03,+406.798E-06
-4.275000E-03,+393.528E-06
-4.270000E-03,+384.685E-06
-4.265000E-03,+377.850E-06
-4.260000E-03,+381.067E-06
-4.255000E-03,+337.249E-06
-4.250000E-03,+407.601E-06
-4.245000E-03,+463.080E-06
-4.240000E-03,+535.038E-06
-4.235000E-03,+573.631E-06
-4.230000E-03,+565.592E-06
-4.225000E-03,+570.415E-06
-4.220000E-03,+548.304E-06
-4.215000E-03,+519.359E-06
-4.210000E-03,+504.087E-06
-4.205000E-03,+538.254E-06
-4.200000E-03,+580.467E-06
-4.195000E-03,+638.357E-06
-4.190000E-03,+698.253E-06
-4.185000E-03,+718.355E-06
-4.180000E-03,+704.285E-06
-4.175000E-03,+678.957E-06
-4.170000E-03,+654.434E-06
-4.165000E-03,+614.235E-06
-4.160000E-03,+681.371E-06
-4.155000E-03,+709.509E-06
-4.150000E-03,+785.492E-06
-4.145000E-03,+823.278E-06
-4.140000E-03,+809.611E-06
-4.135000E-03,+816.843E-06
-4.130000E-03,+777.454E-06
-4.125000E-03,+779.458E-06
-4.120000E-03,+720.766E-06
-4.115000E-03,+783.080E-06
-4.110000E-03,+839.761E-06
-4.105000E-03,+877.150E-06
-4.100000E-03,+922.174E-06
-4.095000E-03,+941.070E-06
-4.090000E-03,+923.779E-06
-4.085000E-03,+882.776E-06
-4.080000E-03,+824.082E-06
-4.075000E-03,+863.883E-06
-4.070000E-03,+879.962E-06
-4.065000E-03,+921.773E-06
-4.060000E-03,+988.909E-06
-4.055000E-03,+1.043177E-03
-4.050000E-03,+1.008604E-03
-4.045000E-03,+1.017447E-03
-4.040000E-03,+1.000565E-03
-4.035000E-03,+941.471E-06
-4.030000E-03,+899.662E-06
-4.025000E-03,+900.063E-06
-4.020000E-03,+980.465E-06
-4.015000E-03,+1.025091E-03
-4.010000E-03,+1.074134E-03
-4.005000E-03,+1.057649E-03
-4.000000E-03,+1.060868E-03
-3.995000E-03,+1.030716E-03
-3.990000E-03,+970.010E-06
-3.985000E-03,+940.264E-06
-3.980000E-03,+950.314E-06
-3.975000E-03,+1.014638E-03
-3.970000E-03,+1.072126E-03
-3.965000E-03,+1.102273E-03
-3.960000E-03,+1.085392E-03
-3.955000E-03,+1.066496E-03
-3.950000E-03,+1.054833E-03
-3.945000E-03,+1.015840E-03
-3.940000E-03,+969.610E-06
-3.935000E-03,+980.465E-06
-3.930000E-03,+1.043584E-03
-3.925000E-03,+1.066898E-03
-3.920000E-03,+1.102272E-03
-3.915000E-03,+1.118353E-03
-3.910000E-03,+1.089810E-03
-3.905000E-03,+1.041568E-03
-3.900000E-03,+1.014633E-03
-3.895000E-03,+953.931E-06
-3.890000E-03,+980.065E-06
-3.885000E-03,+1.040766E-03
-3.880000E-03,+1.064085E-03
-3.875000E-03,+1.091019E-03
-3.870000E-03,+1.097854E-03
